"Route","avg_delay","range"
841,13.9852941176471,"(0,15]"
689,13.987721021611,"(0,15]"
1674,13.9891640866873,"(0,15]"
2225,13.9895833333333,"(0,15]"
3270,13.9964285714286,"(0,15]"
1722,14,"(0,15]"
3395,14,"(0,15]"
2894,14.0014114326041,"(0,15]"
1139,14.001581027668,"(0,15]"
5947,14.0040518638574,"(0,15]"
4147,14.0174418604651,"(0,15]"
1576,14.0182578927349,"(0,15]"
2373,14.0188501413761,"(0,15]"
61,14.0201342281879,"(0,15]"
3807,14.0234741784038,"(0,15]"
1075,14.0247855100095,"(0,15]"
1582,14.0263496143959,"(0,15]"
1921,14.0310182063385,"(0,15]"
1649,14.0324675324675,"(0,15]"
2416,14.0333333333333,"(0,15]"
3848,14.0341704405105,"(0,15]"
5315,14.0350877192982,"(0,15]"
1994,14.0373711340206,"(0,15]"
1804,14.0398671096346,"(0,15]"
2798,14.047082717873,"(0,15]"
3123,14.0473015211502,"(0,15]"
3190,14.0493827160494,"(0,15]"
6374,14.0542005420054,"(0,15]"
2847,14.0551747772447,"(0,15]"
3510,14.0581314878893,"(0,15]"
1093,14.0588655862726,"(0,15]"
2877,14.0615034168565,"(0,15]"
2181,14.0625,"(0,15]"
2415,14.0632911392405,"(0,15]"
6672,14.0644361833953,"(0,15]"
4994,14.0652621937257,"(0,15]"
465,14.066411238825,"(0,15]"
552,14.0740740740741,"(0,15]"
27,14.0755813953488,"(0,15]"
1721,14.0815709969789,"(0,15]"
2584,14.0831600831601,"(0,15]"
22,14.0847708230655,"(0,15]"
1169,14.0897114178168,"(0,15]"
2701,14.0918074020841,"(0,15]"
6359,14.1057268722467,"(0,15]"
1629,14.1068702290076,"(0,15]"
3971,14.1111111111111,"(0,15]"
1553,14.1123755334282,"(0,15]"
2433,14.1139705882353,"(0,15]"
3371,14.1146496815287,"(0,15]"
2729,14.1158516573679,"(0,15]"
1251,14.115992970123,"(0,15]"
1678,14.1166494893657,"(0,15]"
6039,14.120728929385,"(0,15]"
3593,14.1212121212121,"(0,15]"
6123,14.122136027422,"(0,15]"
6305,14.1235454320376,"(0,15]"
2946,14.1278409090909,"(0,15]"
4892,14.1318181818182,"(0,15]"
6304,14.1426292278239,"(0,15]"
686,14.1451247165533,"(0,15]"
6527,14.1458983820607,"(0,15]"
5123,14.1469194312796,"(0,15]"
5474,14.1510204081633,"(0,15]"
294,14.1536726804124,"(0,15]"
5349,14.1538461538462,"(0,15]"
6482,14.1553805774278,"(0,15]"
1687,14.1579136690647,"(0,15]"
854,14.1582678378795,"(0,15]"
4794,14.1679520137104,"(0,15]"
1094,14.1726022566996,"(0,15]"
2038,14.1735849056604,"(0,15]"
4083,14.1744791666667,"(0,15]"
1353,14.175572519084,"(0,15]"
1970,14.1766561514196,"(0,15]"
1566,14.1795918367347,"(0,15]"
1088,14.1796509152831,"(0,15]"
1987,14.1834625322997,"(0,15]"
167,14.1843992827256,"(0,15]"
2612,14.1874497184232,"(0,15]"
4882,14.1890389197776,"(0,15]"
2718,14.1901439162669,"(0,15]"
4752,14.1929824561404,"(0,15]"
2123,14.1952141057935,"(0,15]"
753,14.2010810810811,"(0,15]"
5959,14.2021877205363,"(0,15]"
1089,14.2037374658159,"(0,15]"
3709,14.2073863636364,"(0,15]"
5540,14.207650273224,"(0,15]"
1575,14.2135338345865,"(0,15]"
680,14.2185534591195,"(0,15]"
1983,14.2215384615385,"(0,15]"
2285,14.2228517469311,"(0,15]"
4650,14.2266713706121,"(0,15]"
4590,14.2277227722772,"(0,15]"
6366,14.2302025782689,"(0,15]"
2810,14.2305754698702,"(0,15]"
4900,14.2311212814645,"(0,15]"
2129,14.231870669746,"(0,15]"
5935,14.2322134387352,"(0,15]"
2091,14.2322635135135,"(0,15]"
808,14.2330694810906,"(0,15]"
1388,14.2390891840607,"(0,15]"
5321,14.239332096475,"(0,15]"
5829,14.2409090909091,"(0,15]"
1349,14.2411483253589,"(0,15]"
3787,14.2423690205011,"(0,15]"
6287,14.2442748091603,"(0,15]"
1300,14.2451019592163,"(0,15]"
4874,14.2460024600246,"(0,15]"
190,14.2467829568201,"(0,15]"
6242,14.2488262910798,"(0,15]"
528,14.2493867538839,"(0,15]"
1635,14.2542372881356,"(0,15]"
3452,14.2686333190822,"(0,15]"
5329,14.274109263658,"(0,15]"
6555,14.2754098360656,"(0,15]"
6086,14.2769530299343,"(0,15]"
201,14.2795411089866,"(0,15]"
4896,14.2811447811448,"(0,15]"
4865,14.2826086956522,"(0,15]"
1949,14.2855200543848,"(0,15]"
6420,14.2872238232469,"(0,15]"
4289,14.2882882882883,"(0,15]"
5535,14.2928571428571,"(0,15]"
284,14.2936288088643,"(0,15]"
439,14.2981651376147,"(0,15]"
4580,14.2993548387097,"(0,15]"
3498,14.2999228139817,"(0,15]"
5311,14.3006106153124,"(0,15]"
2467,14.3021806853583,"(0,15]"
2442,14.3031709203403,"(0,15]"
3791,14.3042933249765,"(0,15]"
4902,14.3072519083969,"(0,15]"
1394,14.3076923076923,"(0,15]"
4052,14.3097112860892,"(0,15]"
6141,14.3106060606061,"(0,15]"
6529,14.3125,"(0,15]"
666,14.3171834625323,"(0,15]"
2602,14.3178319435536,"(0,15]"
2783,14.3223726627982,"(0,15]"
31,14.3229649238915,"(0,15]"
6107,14.3249857712009,"(0,15]"
6557,14.3295249549008,"(0,15]"
2441,14.3306199123356,"(0,15]"
2848,14.3306519898391,"(0,15]"
5035,14.3378016085791,"(0,15]"
3917,14.3378881987578,"(0,15]"
5355,14.3442525312686,"(0,15]"
5939,14.3453387903593,"(0,15]"
4935,14.348796241926,"(0,15]"
3883,14.3519313304721,"(0,15]"
2830,14.3536585365854,"(0,15]"
6546,14.359477124183,"(0,15]"
679,14.3623188405797,"(0,15]"
4085,14.3661971830986,"(0,15]"
3781,14.3673702224758,"(0,15]"
2625,14.3705035971223,"(0,15]"
5096,14.373417721519,"(0,15]"
1081,14.374629324547,"(0,15]"
1359,14.3755530973451,"(0,15]"
1367,14.3792048929664,"(0,15]"
5227,14.3803680981595,"(0,15]"
4317,14.3809523809524,"(0,15]"
4114,14.3839122486289,"(0,15]"
3936,14.3843474222016,"(0,15]"
4544,14.3871808233455,"(0,15]"
3671,14.3907987866532,"(0,15]"
5715,14.3936109526526,"(0,15]"
6361,14.3947368421053,"(0,15]"
1071,14.3962264150943,"(0,15]"
3842,14.396449704142,"(0,15]"
327,14.404990403071,"(0,15]"
3262,14.4060606060606,"(0,15]"
1365,14.4098466158962,"(0,15]"
5108,14.4133858267717,"(0,15]"
2486,14.42,"(0,15]"
6013,14.4215322308471,"(0,15]"
412,14.4226327944573,"(0,15]"
4629,14.4285714285714,"(0,15]"
5012,14.428993354664,"(0,15]"
1289,14.4397163120567,"(0,15]"
2214,14.4411764705882,"(0,15]"
5838,14.4412955465587,"(0,15]"
3412,14.4433734939759,"(0,15]"
4244,14.4444444444444,"(0,15]"
3680,14.4457831325301,"(0,15]"
5067,14.4477532571125,"(0,15]"
1765,14.4517804154303,"(0,15]"
4429,14.4526748971193,"(0,15]"
2868,14.4530090684254,"(0,15]"
5981,14.4550713459314,"(0,15]"
4100,14.4597701149425,"(0,15]"
434,14.4615384615385,"(0,15]"
777,14.464039408867,"(0,15]"
692,14.4671588594705,"(0,15]"
5661,14.4672897196262,"(0,15]"
3053,14.4675743461125,"(0,15]"
4664,14.4705020920502,"(0,15]"
858,14.4713595583161,"(0,15]"
5070,14.4741035856574,"(0,15]"
1825,14.4764028242289,"(0,15]"
6545,14.4782608695652,"(0,15]"
501,14.4786096256684,"(0,15]"
1214,14.4802904564315,"(0,15]"
1430,14.4812734082397,"(0,15]"
3474,14.481412005457,"(0,15]"
4832,14.4823529411765,"(0,15]"
5729,14.4831683168317,"(0,15]"
4077,14.4837310195228,"(0,15]"
2849,14.4880239520958,"(0,15]"
6296,14.4931862426995,"(0,15]"
3830,14.4962809917355,"(0,15]"
5205,14.4995678478825,"(0,15]"
2958,14.5,"(0,15]"
5501,14.5,"(0,15]"
6243,14.5,"(0,15]"
1409,14.5093228655545,"(0,15]"
6081,14.5093648208469,"(0,15]"
3568,14.5113970588235,"(0,15]"
5991,14.5218902015288,"(0,15]"
3782,14.5223390275953,"(0,15]"
3691,14.5237937871778,"(0,15]"
4912,14.5250709555345,"(0,15]"
3802,14.5289898386133,"(0,15]"
6089,14.5331145584726,"(0,15]"
867,14.5373749264273,"(0,15]"
211,14.5378486055777,"(0,15]"
6587,14.5379310344828,"(0,15]"
1503,14.5442655935614,"(0,15]"
2477,14.5509688289806,"(0,15]"
1132,14.551191362621,"(0,15]"
4003,14.5531400966184,"(0,15]"
525,14.5565081839439,"(0,15]"
1276,14.557336621455,"(0,15]"
3019,14.5590137429264,"(0,15]"
2046,14.56,"(0,15]"
209,14.5621132793908,"(0,15]"
3338,14.5645038994801,"(0,15]"
1769,14.5714285714286,"(0,15]"
1239,14.5754431474276,"(0,15]"
1737,14.5765845070423,"(0,15]"
6599,14.5774278215223,"(0,15]"
3126,14.5794437726723,"(0,15]"
1660,14.582622817702,"(0,15]"
660,14.5833333333333,"(0,15]"
1513,14.5853658536585,"(0,15]"
868,14.5862068965517,"(0,15]"
3723,14.5872742906277,"(0,15]"
2891,14.5878186968839,"(0,15]"
3606,14.5882352941176,"(0,15]"
2809,14.5889292196007,"(0,15]"
5933,14.5910733262487,"(0,15]"
5439,14.5916030534351,"(0,15]"
1201,14.5935039370079,"(0,15]"
2803,14.5954492865407,"(0,15]"
5181,14.5960099750623,"(0,15]"
4685,14.5973597359736,"(0,15]"
4039,14.5982905982906,"(0,15]"
1024,14.5993964541682,"(0,15]"
3927,14.6018655925376,"(0,15]"
3799,14.6042726347915,"(0,15]"
4171,14.6054279749478,"(0,15]"
1550,14.6056451612903,"(0,15]"
6641,14.6071428571429,"(0,15]"
5723,14.6088631984586,"(0,15]"
4377,14.6126984126984,"(0,15]"
5683,14.6129032258065,"(0,15]"
1030,14.6177215189873,"(0,15]"
761,14.6189624329159,"(0,15]"
722,14.6199524940618,"(0,15]"
3502,14.6235093696763,"(0,15]"
1383,14.6239103362391,"(0,15]"
2796,14.6259798432251,"(0,15]"
2813,14.6292775665399,"(0,15]"
4442,14.6314496314496,"(0,15]"
4008,14.634328358209,"(0,15]"
3227,14.6376991150442,"(0,15]"
1,14.6387912860155,"(0,15]"
4332,14.6417370325694,"(0,15]"
4944,14.6423737636648,"(0,15]"
65,14.6428571428571,"(0,15]"
939,14.642881884309,"(0,15]"
364,14.6489361702128,"(0,15]"
5866,14.650406504065,"(0,15]"
5903,14.6516853932584,"(0,15]"
1705,14.6526082130966,"(0,15]"
14,14.6573889993373,"(0,15]"
4605,14.6583629893238,"(0,15]"
2928,14.6622222222222,"(0,15]"
3811,14.6632348956922,"(0,15]"
1170,14.6651745747538,"(0,15]"
5482,14.6666666666667,"(0,15]"
3524,14.6670068027211,"(0,15]"
4977,14.6763905095294,"(0,15]"
3672,14.6782252050708,"(0,15]"
2720,14.6788908765653,"(0,15]"
3765,14.6830443159923,"(0,15]"
1017,14.6832278481013,"(0,15]"
3477,14.6842459303108,"(0,15]"
5533,14.6863769327204,"(0,15]"
426,14.6875,"(0,15]"
2145,14.6888888888889,"(0,15]"
3964,14.6905775075988,"(0,15]"
440,14.6923076923077,"(0,15]"
292,14.6937359722506,"(0,15]"
4842,14.6948529411765,"(0,15]"
930,14.7034482758621,"(0,15]"
2865,14.7038451049905,"(0,15]"
3736,14.7040271712761,"(0,15]"
3608,14.7089985486212,"(0,15]"
1360,14.7105263157895,"(0,15]"
2232,14.7108084613156,"(0,15]"
3579,14.7122641509434,"(0,15]"
5867,14.7131147540984,"(0,15]"
4115,14.7207547169811,"(0,15]"
2281,14.7226345083488,"(0,15]"
1156,14.7255681818182,"(0,15]"
1343,14.7260273972603,"(0,15]"
3235,14.7312039312039,"(0,15]"
3810,14.7322863403944,"(0,15]"
1895,14.7338195077484,"(0,15]"
2915,14.7341772151899,"(0,15]"
3621,14.7364055299539,"(0,15]"
951,14.7369464639788,"(0,15]"
5825,14.7377777777778,"(0,15]"
5975,14.7390510948905,"(0,15]"
5049,14.7428571428571,"(0,15]"
246,14.7430413126282,"(0,15]"
4939,14.7456896551724,"(0,15]"
6260,14.7459016393443,"(0,15]"
5965,14.7466194039648,"(0,15]"
1791,14.7471042471042,"(0,15]"
5957,14.747680890538,"(0,15]"
1943,14.750469043152,"(0,15]"
4247,14.7522236340534,"(0,15]"
1271,14.7522397281433,"(0,15]"
1098,14.7522935779817,"(0,15]"
3793,14.7562277580071,"(0,15]"
3077,14.7604290822408,"(0,15]"
5105,14.7610062893082,"(0,15]"
1626,14.7625899280576,"(0,15]"
1188,14.7629063097514,"(0,15]"
6400,14.7656441717791,"(0,15]"
85,14.7665463297232,"(0,15]"
4197,14.7667286245353,"(0,15]"
3692,14.7687848862173,"(0,15]"
1652,14.77,"(0,15]"
1712,14.7713505461768,"(0,15]"
5265,14.7730805097917,"(0,15]"
3784,14.7739726027397,"(0,15]"
1671,14.7764182424917,"(0,15]"
519,14.7816425120773,"(0,15]"
3431,14.7888133821223,"(0,15]"
4710,14.7896305125149,"(0,15]"
3370,14.7931034482759,"(0,15]"
789,14.7982456140351,"(0,15]"
4043,14.7982637453493,"(0,15]"
4330,14.8044943820225,"(0,15]"
5358,14.8050694025347,"(0,15]"
1499,14.8088842975207,"(0,15]"
4897,14.8092783505155,"(0,15]"
5202,14.812030075188,"(0,15]"
4875,14.8192371475954,"(0,15]"
1824,14.8235772357724,"(0,15]"
6470,14.8245133819951,"(0,15]"
1228,14.8354271356784,"(0,15]"
4910,14.8365319485211,"(0,15]"
3767,14.8368421052632,"(0,15]"
4082,14.8466204506066,"(0,15]"
1424,14.8524590163934,"(0,15]"
1405,14.8540870893812,"(0,15]"
869,14.8590909090909,"(0,15]"
4327,14.8615384615385,"(0,15]"
2519,14.8641304347826,"(0,15]"
3678,14.8654501704432,"(0,15]"
2446,14.8690476190476,"(0,15]"
1425,14.8695955369596,"(0,15]"
6014,14.8717948717949,"(0,15]"
354,14.8726930320151,"(0,15]"
3225,14.8733783082512,"(0,15]"
2700,14.8780649436713,"(0,15]"
1301,14.8821656050955,"(0,15]"
1118,14.8877777777778,"(0,15]"
4201,14.8889476467478,"(0,15]"
4428,14.8890362511052,"(0,15]"
5916,14.8920993227991,"(0,15]"
5372,14.8936170212766,"(0,15]"
2609,14.8986254295533,"(0,15]"
145,14.9005847953216,"(0,15]"
2748,14.9030023094688,"(0,15]"
5847,14.9032258064516,"(0,15]"
2782,14.9103634262232,"(0,15]"
3016,14.9105367793241,"(0,15]"
4635,14.9219903691814,"(0,15]"
4200,14.9227467811159,"(0,15]"
3100,14.9234380642831,"(0,15]"
3287,14.9316640584246,"(0,15]"
156,14.9385474860335,"(0,15]"
4126,14.9392530854304,"(0,15]"
6577,14.9393939393939,"(0,15]"
3081,14.9412054120541,"(0,15]"
1642,14.9490566037736,"(0,15]"
1151,14.9491244675816,"(0,15]"
5485,14.9494888755262,"(0,15]"
10,14.95,"(0,15]"
5983,14.9508196721311,"(0,15]"
91,14.9528301886792,"(0,15]"
1510,14.9539594843462,"(0,15]"
5928,14.9574820541137,"(0,15]"
1817,14.96,"(0,15]"
5547,14.9617110379898,"(0,15]"
5217,14.9621993127148,"(0,15]"
5995,14.9661016949153,"(0,15]"
4741,14.9666666666667,"(0,15]"
2990,14.9669479606188,"(0,15]"
2695,14.9686137750654,"(0,15]"
1835,14.9732914375491,"(0,15]"
3230,14.9775417298938,"(0,15]"
5346,14.9829901521934,"(0,15]"
4834,14.9842519685039,"(0,15]"
1492,14.9870785555365,"(0,15]"
5064,14.988679245283,"(0,15]"
1483,14.9888551165147,"(0,15]"
4491,14.989010989011,"(0,15]"
5859,14.9901960784314,"(0,15]"
1957,14.9966130397968,"(0,15]"
836,14.999300943726,"(0,15]"
350,14.9995714591815,"(0,15]"
5896,15,"(0,15]"
742,15.0022075055188,"(15,30]"
6097,15.0027100271003,"(15,30]"
101,15.0027472527473,"(15,30]"
694,15.004668741663,"(15,30]"
881,15.0076077768385,"(15,30]"
931,15.0188679245283,"(15,30]"
1923,15.0266864343958,"(15,30]"
747,15.0338316286389,"(15,30]"
5018,15.0376157407407,"(15,30]"
6551,15.039072039072,"(15,30]"
1667,15.0430638898694,"(15,30]"
11,15.0472440944882,"(15,30]"
5476,15.0479452054795,"(15,30]"
4657,15.0527131782946,"(15,30]"
937,15.0544217687075,"(15,30]"
5322,15.0553633217993,"(15,30]"
1163,15.0555555555556,"(15,30]"
1099,15.059630856602,"(15,30]"
4550,15.0611713665944,"(15,30]"
3775,15.0628689492326,"(15,30]"
2591,15.0685203574975,"(15,30]"
3596,15.077628186766,"(15,30]"
2949,15.077755240027,"(15,30]"
1580,15.0782073813708,"(15,30]"
3693,15.0791778975741,"(15,30]"
5136,15.0810810810811,"(15,30]"
45,15.0833333333333,"(15,30]"
4309,15.0847457627119,"(15,30]"
428,15.0852272727273,"(15,30]"
2881,15.0860860860861,"(15,30]"
3084,15.0880708294501,"(15,30]"
2895,15.0894105894106,"(15,30]"
464,15.0934139784946,"(15,30]"
5619,15.0967741935484,"(15,30]"
289,15.0972222222222,"(15,30]"
4642,15.0982744107744,"(15,30]"
1702,15.0995436394752,"(15,30]"
5338,15.1019082419813,"(15,30]"
1530,15.1045296167247,"(15,30]"
1927,15.111214953271,"(15,30]"
2238,15.1114903299204,"(15,30]"
6463,15.1121495327103,"(15,30]"
5285,15.1159420289855,"(15,30]"
5955,15.1162790697674,"(15,30]"
4560,15.1181600547196,"(15,30]"
4652,15.1206563706564,"(15,30]"
4061,15.1220316622691,"(15,30]"
1138,15.1225871145651,"(15,30]"
2858,15.1243902439024,"(15,30]"
1815,15.1294416243655,"(15,30]"
4911,15.1326923076923,"(15,30]"
4149,15.1331478537361,"(15,30]"
5314,15.1428571428571,"(15,30]"
1854,15.1442687747036,"(15,30]"
1601,15.1457840819543,"(15,30]"
67,15.1469519580137,"(15,30]"
5383,15.1469665271967,"(15,30]"
4646,15.1474412171508,"(15,30]"
6403,15.147564469914,"(15,30]"
3733,15.1508875739645,"(15,30]"
2236,15.1514629948365,"(15,30]"
6451,15.1565656565657,"(15,30]"
4964,15.159604519774,"(15,30]"
1035,15.1640058055152,"(15,30]"
4258,15.1646017699115,"(15,30]"
3908,15.1652835408022,"(15,30]"
5471,15.1714005876592,"(15,30]"
2559,15.1739130434783,"(15,30]"
4577,15.1764705882353,"(15,30]"
1142,15.1766381766382,"(15,30]"
4073,15.1768707482993,"(15,30]"
3146,15.1794871794872,"(15,30]"
3591,15.1799856011519,"(15,30]"
6209,15.1827242524917,"(15,30]"
150,15.1951871657754,"(15,30]"
4518,15.1955745895789,"(15,30]"
2273,15.2054655870445,"(15,30]"
5359,15.2056074766355,"(15,30]"
438,15.2060606060606,"(15,30]"
2306,15.2070484581498,"(15,30]"
2712,15.2142857142857,"(15,30]"
479,15.2150943396226,"(15,30]"
5980,15.2161870503597,"(15,30]"
6476,15.2173913043478,"(15,30]"
4016,15.2186495176849,"(15,30]"
3179,15.2188099808061,"(15,30]"
1713,15.2220779220779,"(15,30]"
2323,15.2374830852503,"(15,30]"
2370,15.2413447064727,"(15,30]"
6507,15.2439024390244,"(15,30]"
1500,15.2450662739323,"(15,30]"
2540,15.2467532467532,"(15,30]"
134,15.2480916030534,"(15,30]"
4037,15.2520661157025,"(15,30]"
1531,15.257662835249,"(15,30]"
4483,15.2605633802817,"(15,30]"
1813,15.2611332801277,"(15,30]"
3413,15.2629656683711,"(15,30]"
4548,15.2702626773423,"(15,30]"
392,15.2766853932584,"(15,30]"
1514,15.2808510638298,"(15,30]"
2249,15.2857142857143,"(15,30]"
2191,15.2861271676301,"(15,30]"
5614,15.2879377431907,"(15,30]"
6496,15.2898395721925,"(15,30]"
2869,15.2900432900433,"(15,30]"
2916,15.2903225806452,"(15,30]"
695,15.2937980138655,"(15,30]"
1297,15.2955390334572,"(15,30]"
542,15.2962962962963,"(15,30]"
4069,15.2993197278912,"(15,30]"
3825,15.3076923076923,"(15,30]"
3296,15.3153153153153,"(15,30]"
4946,15.3215962441315,"(15,30]"
1329,15.3222222222222,"(15,30]"
1647,15.3323108384458,"(15,30]"
5126,15.3333333333333,"(15,30]"
5188,15.3333333333333,"(15,30]"
5865,15.3333333333333,"(15,30]"
6363,15.3333333333333,"(15,30]"
3778,15.3364093959732,"(15,30]"
1783,15.3436454849498,"(15,30]"
1148,15.3440134907251,"(15,30]"
1538,15.3478260869565,"(15,30]"
399,15.3495531281033,"(15,30]"
3348,15.351368159204,"(15,30]"
3714,15.3517915309446,"(15,30]"
1662,15.352652259332,"(15,30]"
1684,15.3551401869159,"(15,30]"
4257,15.3566900233567,"(15,30]"
4340,15.3637812002124,"(15,30]"
64,15.3638145003266,"(15,30]"
1907,15.3640776699029,"(15,30]"
474,15.3648498331479,"(15,30]"
165,15.3680300893277,"(15,30]"
1625,15.3682135274492,"(15,30]"
1447,15.3694539249147,"(15,30]"
1421,15.3698630136986,"(15,30]"
4632,15.3718537973298,"(15,30]"
4965,15.3734796088719,"(15,30]"
95,15.375,"(15,30]"
802,15.375,"(15,30]"
3254,15.3769870205629,"(15,30]"
3128,15.3792415169661,"(15,30]"
1986,15.3837563451777,"(15,30]"
6369,15.3901996370236,"(15,30]"
5277,15.390756302521,"(15,30]"
3982,15.3931972789116,"(15,30]"
3773,15.3943060498221,"(15,30]"
6444,15.3991501416431,"(15,30]"
2501,15.4048442906574,"(15,30]"
4050,15.4089648798521,"(15,30]"
3636,15.413133989402,"(15,30]"
3082,15.4173120728929,"(15,30]"
3641,15.4179104477612,"(15,30]"
3289,15.4184914841849,"(15,30]"
3442,15.4210526315789,"(15,30]"
1703,15.4218639262934,"(15,30]"
3110,15.4261530912659,"(15,30]"
4833,15.4272727272727,"(15,30]"
1439,15.4278394534586,"(15,30]"
1498,15.4307116104869,"(15,30]"
5477,15.4310344827586,"(15,30]"
3911,15.4322759315206,"(15,30]"
41,15.4341013824885,"(15,30]"
6586,15.4341859014348,"(15,30]"
1630,15.4361463778939,"(15,30]"
1750,15.4401709401709,"(15,30]"
1066,15.4408602150538,"(15,30]"
1291,15.4413085311097,"(15,30]"
333,15.4426229508197,"(15,30]"
456,15.4452830188679,"(15,30]"
5897,15.4513941220799,"(15,30]"
352,15.4533333333333,"(15,30]"
5304,15.4571428571429,"(15,30]"
703,15.4605725765947,"(15,30]"
4093,15.4606845513414,"(15,30]"
1477,15.4614295824487,"(15,30]"
3091,15.4620596205962,"(15,30]"
5736,15.4639175257732,"(15,30]"
5144,15.4679487179487,"(15,30]"
1055,15.4756097560976,"(15,30]"
1393,15.4794520547945,"(15,30]"
1306,15.4867374005305,"(15,30]"
1879,15.4913020558777,"(15,30]"
4688,15.4952775858097,"(15,30]"
252,15.4969387755102,"(15,30]"
5893,15.4984894259819,"(15,30]"
5546,15.5,"(15,30]"
702,15.5010412328197,"(15,30]"
6508,15.503937007874,"(15,30]"
5054,15.5045871559633,"(15,30]"
4233,15.5082872928177,"(15,30]"
3319,15.5115663322185,"(15,30]"
4651,15.5130434782609,"(15,30]"
4686,15.5136091453457,"(15,30]"
3730,15.5136798905609,"(15,30]"
3814,15.5196304849885,"(15,30]"
5228,15.5220588235294,"(15,30]"
2892,15.5237226277372,"(15,30]"
1339,15.5262522631261,"(15,30]"
5972,15.531117397454,"(15,30]"
3792,15.5320584926884,"(15,30]"
3337,15.5325443786982,"(15,30]"
4259,15.5370879120879,"(15,30]"
2369,15.5373134328358,"(15,30]"
1080,15.5476519337017,"(15,30]"
6003,15.5482041587902,"(15,30]"
1728,15.5492537313433,"(15,30]"
5564,15.549316508938,"(15,30]"
3577,15.5506493506494,"(15,30]"
2359,15.5530864197531,"(15,30]"
2107,15.5555555555556,"(15,30]"
1699,15.5556908094948,"(15,30]"
6660,15.5564404432133,"(15,30]"
2969,15.5566037735849,"(15,30]"
4407,15.5627009646302,"(15,30]"
6211,15.5650557620818,"(15,30]"
4917,15.5703744192402,"(15,30]"
4608,15.5721830985915,"(15,30]"
5411,15.5727272727273,"(15,30]"
3066,15.5858277336591,"(15,30]"
5918,15.5879312417358,"(15,30]"
5029,15.5895691609977,"(15,30]"
6096,15.5924855491329,"(15,30]"
6087,15.5932251636778,"(15,30]"
2594,15.5933014354067,"(15,30]"
1615,15.5973763874874,"(15,30]"
1695,15.6007014028056,"(15,30]"
3940,15.6038353601497,"(15,30]"
4949,15.6039990246281,"(15,30]"
1763,15.6062132661629,"(15,30]"
6281,15.6108202443281,"(15,30]"
4978,15.6139705882353,"(15,30]"
1859,15.6140350877193,"(15,30]"
2299,15.6155632984901,"(15,30]"
487,15.6213400900901,"(15,30]"
2934,15.6215943491423,"(15,30]"
3445,15.6266735324408,"(15,30]"
66,15.6278388278388,"(15,30]"
1441,15.6282051282051,"(15,30]"
4447,15.6298342541436,"(15,30]"
2794,15.6322751322751,"(15,30]"
1502,15.6328502415459,"(15,30]"
5562,15.6338028169014,"(15,30]"
1623,15.6351351351351,"(15,30]"
3915,15.6365751512331,"(15,30]"
896,15.6414523449319,"(15,30]"
670,15.6433666191155,"(15,30]"
2303,15.648111332008,"(15,30]"
5718,15.6511627906977,"(15,30]"
615,15.6521935775667,"(15,30]"
93,15.6538461538462,"(15,30]"
5882,15.6541666666667,"(15,30]"
4672,15.6553601340034,"(15,30]"
3981,15.6598901098901,"(15,30]"
63,15.6644602851324,"(15,30]"
1130,15.6645068394528,"(15,30]"
3385,15.6735849056604,"(15,30]"
1043,15.6754966887417,"(15,30]"
1975,15.6788990825688,"(15,30]"
4444,15.6829268292683,"(15,30]"
3873,15.6853823814134,"(15,30]"
5596,15.6876125315088,"(15,30]"
2326,15.688244047619,"(15,30]"
1669,15.6972040452112,"(15,30]"
996,15.7061323618701,"(15,30]"
3115,15.7071256038647,"(15,30]"
2708,15.7099799062291,"(15,30]"
1755,15.7137137137137,"(15,30]"
4412,15.7144149577805,"(15,30]"
1389,15.715857605178,"(15,30]"
1027,15.7207043108682,"(15,30]"
3001,15.7216423103688,"(15,30]"
4960,15.7218628719276,"(15,30]"
2661,15.7245,"(15,30]"
1865,15.7284939292173,"(15,30]"
5956,15.7289663461538,"(15,30]"
1141,15.7294882209586,"(15,30]"
5906,15.7306903622693,"(15,30]"
2673,15.7326343381389,"(15,30]"
5347,15.7350157728707,"(15,30]"
4616,15.7350216182829,"(15,30]"
2186,15.7372292603188,"(15,30]"
2968,15.7410071942446,"(15,30]"
4399,15.743119266055,"(15,30]"
1773,15.7468411552347,"(15,30]"
685,15.749461268005,"(15,30]"
1194,15.75,"(15,30]"
3581,15.7573934837093,"(15,30]"
375,15.7575757575758,"(15,30]"
3509,15.7595410326765,"(15,30]"
2424,15.763557483731,"(15,30]"
2716,15.7642585551331,"(15,30]"
4285,15.7694805194805,"(15,30]"
3906,15.7752588860901,"(15,30]"
1690,15.7769784172662,"(15,30]"
1709,15.7805970149254,"(15,30]"
2872,15.7819225251076,"(15,30]"
3518,15.7822629969419,"(15,30]"
1431,15.787666878576,"(15,30]"
1753,15.8016003765592,"(15,30]"
238,15.8077110107676,"(15,30]"
6138,15.8085501858736,"(15,30]"
59,15.8091024020228,"(15,30]"
2631,15.8100358422939,"(15,30]"
3877,15.8112244897959,"(15,30]"
1451,15.8122647775072,"(15,30]"
98,15.8124362895005,"(15,30]"
79,15.8144329896907,"(15,30]"
6431,15.81633688483,"(15,30]"
5912,15.8164924506388,"(15,30]"
2050,15.8165137614679,"(15,30]"
2223,15.8181818181818,"(15,30]"
6421,15.8285109386027,"(15,30]"
2902,15.8338293650794,"(15,30]"
5689,15.8345213849287,"(15,30]"
6010,15.8412596401028,"(15,30]"
3938,15.84375,"(15,30]"
